Removed Pin From Net: NetName=GND Pin=BT1-2
Removed Pin From Net: NetName=GND Pin=BT1-2
Removed Pin From Net: NetName=GND Pin=C11-2
Removed Pin From Net: NetName=VCC3V3 Pin=C12-1
Removed Pin From Net: NetName=GND Pin=C12-2
Removed Pin From Net: NetName=VCC5V Pin=C13-1
Removed Pin From Net: NetName=GND Pin=C13-2
Removed Pin From Net: NetName=GND Pin=JP1-1
Removed Pin From Net: NetName=VCC5V Pin=JP1-2
Removed Pin From Net: NetName=JOY1_X Pin=JP1-3
Removed Pin From Net: NetName=JOY1_Y Pin=JP1-4
Removed Pin From Net: NetName=RF_MOSI Pin=JP3-2
Removed Pin From Net: NetName=RF_CSN Pin=JP3-3
Removed Pin From Net: NetName=VCC5V Pin=JP3-4
Removed Pin From Net: NetName=GND Pin=JP3-5
Removed Pin From Net: NetName=RF_CE Pin=JP3-6
Removed Pin From Net: NetName=RF_SCK Pin=JP3-7
Removed Pin From Net: NetName=RF_MISO Pin=JP3-8
Removed Pin From Net: NetName=GND Pin=LED5-2
Removed Pin From Net: NetName=VCC5V Pin=U2-2
Removed Pin From Net: NetName=VCC5V Pin=U2-4
Removed Member From Class: ClassName=Power_Supply Member=LED5
Change Component Footprint: Designator=JP1 Old Footprint=JP 1x5 DT New Footprint=JP 2x4 CT
Change Component Footprint: Designator=JP3 Old Footprint=JP 2x4 CT New Footprint=JP 1x5 DT
Change Component Footprint: Designator=C11 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Footprint: Designator=C12 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Footprint: Designator=C13 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Comment : Designator=C13 Old Comment=106 New Comment=4.7 µF
Change Component Comment : Designator=C11 Old Comment=106 New Comment=10 µF
Change Component Comment : Designator=C12 Old Comment=106 New Comment=10 µF
Change Component Comment : Designator=U2 Old Comment=AMS1117 - 5V New Comment=AMS1117 - 3.3V
Change Component Comment : Designator=JP1 Old Comment=JP 1x5 2.54 New Comment=JP 2x4 2.54
Change Component Comment : Designator=JP3 Old Comment=JP 2x4 2.54 New Comment=JP 1x5 2.54
Change component parameters: Designator = "JP1" ("JP1"); Footprint = "JP 1x5 DT"; UniqueID = "\YEMTHGGU" ("\YEMTHGGU")
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-10KLDCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 kOhms"; VariantName = "[No Variations]"
Added Component: Designator=R12(tro smd 0603)
Add component (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ma_Hang"; Value = "MH006334"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ten_Linh_Kien"; Value = "Tr? 0603 1% 1k"; VariantName = "[No Variations]"
Added Component: Designator=SW1(SW_2ARS_TH)
Add component (AddParameter): Name = "Alternate Part Number-1"; Value = "NA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "TH"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Würth Elektronik"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "471005264153"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number-1"; Value = "471005264153"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier-1"; Value = "Würth Elektronik"; VariantName = "[No Variations]"
Added Component: Designator=VR1(TO170P1524X483-6N)
Add component (AddParameter): Name = "Availability"; Value = "In Stock"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Check_prices"; Value = "https://www.snapeda.com/parts/LM2596S-5.0/NOPB/Texas+Instruments/view-part/?ref=eda"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MF"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MP"; Value = "LM2596S-5.0/NOPB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "TO-263-5 Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "None"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Purchase-URL"; Value = "https://pricing.snapeda.com/search/part/LM2596S-5.0/NOPB/?ref=eda"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/LM2596S-5.0/NOPB/Texas+Instruments/view-part/?ref=snap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=B1-2
Added Pin To Net: NetName=GND Pin=C11-1
Added Pin To Net: NetName=VCC5V Pin=C11-2
Added Pin To Net: NetName=GND Pin=C12-1
Added Pin To Net: NetName=VCC5V Pin=C12-2
Added Pin To Net: NetName=GND Pin=C13-1
Added Pin To Net: NetName=VCC3V3 Pin=C13-2
Added Pin To Net: NetName=VCC5V Pin=C14-1
Added Pin To Net: NetName=GND Pin=C14-2
Added Pin To Net: NetName=GND Pin=C15-2
Added Pin To Net: NetName=GND Pin=C16-1
Added Pin To Net: NetName=VCC3V3 Pin=C16-2
Added Pin To Net: NetName=GND Pin=C17-2
Added Pin To Net: NetName=GND Pin=C18-1
Added Pin To Net: NetName=VCC5V Pin=C18-2
Added Pin To Net: NetName=GND Pin=C19-1
Added Pin To Net: NetName=VCC5V Pin=C19-2
Added Pin To Net: NetName=GND Pin=C20-1
Added Pin To Net: NetName=VCC5V Pin=C20-2
Added Pin To Net: NetName=GND Pin=C21-1
Added Pin To Net: NetName=GND Pin=C22-1
Added Pin To Net: NetName=GND Pin=D1-A
Added Pin To Net: NetName=GND Pin=D2-2
Added Pin To Net: NetName=GND Pin=D5-2
Added Pin To Net: NetName=GND Pin=D6-2
Added Pin To Net: NetName=RF_MOSI Pin=JP1-2
Added Pin To Net: NetName=RF_CSN Pin=JP1-3
Added Pin To Net: NetName=GND Pin=JP1-5
Added Pin To Net: NetName=RF_CE Pin=JP1-6
Added Pin To Net: NetName=RF_SCK Pin=JP1-7
Added Pin To Net: NetName=RF_MISO Pin=JP1-8
Added Pin To Net: NetName=GND Pin=JP3-1
Added Pin To Net: NetName=VCC5V Pin=JP3-2
Added Pin To Net: NetName=JOY1_X Pin=JP3-3
Added Pin To Net: NetName=JOY1_Y Pin=JP3-4
Added Pin To Net: NetName=VCC5V Pin=L1-2
Added Pin To Net: NetName=GND Pin=Q1-2
Added Pin To Net: NetName=VCC5V Pin=R8-2
Added Pin To Net: NetName=GND Pin=R11-1
Added Pin To Net: NetName=VCC5V Pin=U2-3
Added Pin To Net: NetName=GND Pin=VR1-3
Added Pin To Net: NetName=VCC5V Pin=VR1-4
Added Pin To Net: NetName=GND Pin=VR1-6
Change Net Name : Old Net Name=VCC3V3 New Net Name=VCC
Change Net Name : Old Net Name=VCC5V New Net Name=+5
Added Pin To Net: NetName=+12 Pin=D3-A
Added Pin To Net: NetName=+12 Pin=R9-2
Added Pin To Net: NetName=+12 Pin=R10-2
Added Pin To Net: NetName=+12 Pin=SW1-2
Added Net: Name=+12
Added Pin To Net: NetName=NetB1_1 Pin=B1-1
Added Pin To Net: NetName=NetB1_1 Pin=SW1-1
Added Net: Name=NetB1_1
Added Pin To Net: NetName=NetC15_1 Pin=C15-1
Added Pin To Net: NetName=NetC15_1 Pin=D3-C
Added Pin To Net: NetName=NetC15_1 Pin=VR1-1
Added Net: Name=NetC15_1
Added Pin To Net: NetName=NetD1_C Pin=D1-C
Added Pin To Net: NetName=NetD1_C Pin=L1-1
Added Pin To Net: NetName=NetD1_C Pin=VR1-2
Added Net: Name=NetD1_C
Added Pin To Net: NetName=NetD2_1 Pin=D2-1
Added Pin To Net: NetName=NetD2_1 Pin=R8-1
Added Net: Name=NetD2_1
Added Pin To Net: NetName=NetD4_1 Pin=D4-1
Added Pin To Net: NetName=NetD4_1 Pin=Q1-1
Added Pin To Net: NetName=NetD4_1 Pin=R11-2
Added Net: Name=NetD4_1
Added Pin To Net: NetName=NetD4_2 Pin=D4-2
Added Pin To Net: NetName=NetD4_2 Pin=R9-1
Added Net: Name=NetD4_2
Added Pin To Net: NetName=NetD5_1 Pin=D5-1
Added Pin To Net: NetName=NetD5_1 Pin=R12-1
Added Net: Name=NetD5_1
Added Pin To Net: NetName=NetD6_1 Pin=D6-1
Added Pin To Net: NetName=NetD6_1 Pin=R7-1
Added Net: Name=NetD6_1
Added Pin To Net: NetName=ON/OFF Pin=Q1-3
Added Pin To Net: NetName=ON/OFF Pin=R10-1
Added Pin To Net: NetName=ON/OFF Pin=VR1-5
Added Net: Name=ON/OFF
Added Pin To Net: NetName=VCCNRF Pin=C17-1
Added Pin To Net: NetName=VCCNRF Pin=C21-2
Added Pin To Net: NetName=VCCNRF Pin=C22-2
Added Pin To Net: NetName=VCCNRF Pin=JP1-4
Added Pin To Net: NetName=VCCNRF Pin=R12-2
Added Pin To Net: NetName=VCCNRF Pin=U2-2
Added Pin To Net: NetName=VCCNRF Pin=U2-4
Added Net: Name=VCCNRF
Added Member To Class: ClassName=Power_Supply Member=Component B1 BC2AAPC
Added Member To Class: ClassName=Power_Supply Member=Component C14 220 µF
Added Member To Class: ClassName=Power_Supply Member=Component C15 220 µF
Added Member To Class: ClassName=Power_Supply Member=Component C16 10 µF
Added Member To Class: ClassName=connetor Member=Component C17 220 µF
Added Member To Class: ClassName=Power_Supply Member=Component C18 0.1 µF
Added Member To Class: ClassName=Power_Supply Member=Component C19 0.1 µF
Added Member To Class: ClassName=Power_Supply Member=Component C20 10 µF
Added Member To Class: ClassName=Power_Supply Member=Component C21 4.7 µF
Added Member To Class: ClassName=Power_Supply Member=Component C22 10 µF
Added Member To Class: ClassName=Power_Supply Member=Component D1 SS34
Added Member To Class: ClassName=Power_Supply Member=Component D2 Green
Added Member To Class: ClassName=Power_Supply Member=Component D3 SS34
Added Member To Class: ClassName=Power_Supply Member=Component D4 BZT52C5V1-7-F
Added Member To Class: ClassName=Power_Supply Member=Component D5 Yellow
Added Member To Class: ClassName=Power_Supply Member=Component D6 Red
Added Member To Class: ClassName=Power_Supply Member=Component L1 68 µH
Added Member To Class: ClassName=Power_Supply Member=Component Q1 MMBT2222AM3T5G
Added Member To Class: ClassName=Power_Supply Member=Component R8 470 Ohms
Added Member To Class: ClassName=Power_Supply Member=Component R9 10 kOhms
Added Member To Class: ClassName=Power_Supply Member=Component R10 10 kOhms
Added Member To Class: ClassName=Power_Supply Member=Component R11 10 kOhms
Added Member To Class: ClassName=Power_Supply Member=Component R12 1k
Added Member To Class: ClassName=Power_Supply Member=Component SW1 SWITCH 10A-2PIN
Added Member To Class: ClassName=Power_Supply Member=Component VR1 LM2596S-5.0
Added Room: Name=connetor
Added Room: Name=MAIN_TX
Added Room: Name=Power_Supply
